CustomerID,Recency,Frequency,MonetaryValue,AvgTransactionValue,CLV,RollingAvgAmount
13927,74,1,348.99,348.99,348.99,16.52968253968254
13928,10,4,464.57,116.1425,464.57,17.600740740740743
13929,168,2,842.65,421.325,842.65,126.66574074074076
13930,57,2,337.34,168.67,337.34,19.584705882352942
13931,95,2,1237.53,618.765,1237.53,21.50120689655172
13932,294,1,307.4,307.4,307.4,19.271875
13933,108,2,608.79,304.395,608.79,25.102391304347826
13934,263,1,922.1,922.1,922.1,29.938709677419357
13936,179,1,376.58,376.58,376.58,14.083846153846155
13937,168,1,158.85,158.85,158.85,19.294444444444444
13938,34,1,71.66,71.66,71.66,10.922857142857143
13939,22,3,568.55,189.51666666666665,568.55,13.03414814814815
13940,16,4,839.14,209.785,839.14,16.76918367346939
13941,21,5,5112.96,1022.592,5112.96,112.66844444444445
13946,78,3,561.57,187.19000000000003,561.57,51.98045454545454
13947,64,1,90.60000000000001,90.60000000000001,90.60000000000001,17.0
13948,360,1,102.0,102.0,102.0,38.63333333333333
13949,2,6,2427.32,404.55333333333334,2427.32,15.215250000000001
13950,10,4,745.0600000000001,186.26500000000001,745.0600000000001,21.158285714285714
13951,175,3,674.45,224.8166666666667,674.45,17.106410256410257
13952,217,2,3251.071,1625.5355,3251.071,23.578620437956207
13953,6,7,3515.68,502.23999999999995,3515.68,199.524
13954,1,2,439.92,219.96,439.92,17.319466666666667
13955,153,2,322.96,161.48,322.96,10.811919191919191
13956,4,5,1026.42,205.28400000000002,1026.42,6.6785307017543865
13959,78,3,598.2,199.4,598.2,6.896195652173914
13960,20,2,230.22,115.11,230.22,19.439166666666665
13962,21,2,169.54999999999998,84.77499999999999,169.54999999999998,16.128939393939394
13963,307,4,664.54,166.135,664.54,19.256857142857143
13967,145,1,80.7,80.7,80.7,38.025000000000006
13969,6,18,9053.94,502.99666666666667,9053.94,14.519659211927584
13971,18,8,2758.26,344.7825,2758.26,18.444026845637584
13972,70,2,190.25,95.125,190.25,13.352
13973,286,1,264.7,264.7,264.7,23.963636363636365
13974,48,1,413.59000000000003,413.59000000000003,413.59000000000003,14.461309523809524
13975,30,6,2526.28,421.0466666666667,2526.28,7.397130177514793
13976,206,1,357.98,357.98,357.98,41.193
13978,14,2,196.79,98.395,196.79,13.879555555555555
13979,72,1,869.87,869.87,869.87,16.159135802469137
13980,59,1,200.14,200.14,200.14,19.517878787878786
13982,38,4,1871.81,467.9525,1871.81,16.906336336336338
13983,29,12,2603.43,216.9525,2603.43,23.647289719626166
13984,26,5,920.51,184.102,920.51,57.91770833333334
13985,3,15,7060.13,470.67533333333336,7060.13,20.22143266475645
13986,16,1,320.46,320.46,320.46,26.36102564102564
13988,19,6,4147.96,691.3266666666667,4147.96,17.71008547008547
13989,65,2,1266.08,633.04,1266.08,31.020650406504064
13990,212,1,311.3,311.3,311.3,20.173750000000002
13991,11,6,855.97,142.66166666666666,855.97,10.140813492063492
13992,29,1,76.8,76.8,76.8,17.653333333333332
13993,42,9,3466.36,385.1511111111111,3466.36,28.576528925619836
13994,3,6,2313.14,385.5233333333333,2313.14,14.916548387096775
13995,14,5,1393.69,278.738,1393.69,16.20918604651163
13999,9,12,3901.81,325.1508333333333,3901.8099999999995,18.703894230769237
14000,210,1,635.66,635.66,635.66,45.304
14001,45,3,2043.0800000000002,681.0266666666668,2043.0800000000004,52.61128205128205
14002,133,2,529.73,264.865,529.73,11.537801418439717
14004,42,7,4582.64,654.6628571428572,4582.64,26.840000000000003
14005,9,5,2874.72,574.944,2874.72,33.99761904761905
14006,115,3,962.19,320.73,962.19,33.78966666666667
14009,197,2,695.61,347.805,695.61,16.941904761904762
14012,277,1,328.8,328.8,328.8,29.75757575757576
14013,109,3,473.02,157.67333333333332,473.02,13.816176470588236
14014,76,1,505.18,505.18,505.18,13.259487179487179
14015,52,1,917.34,917.34,917.34,47.268
14016,161,4,4341.21,1085.3025,4341.21,26.93732919254658
14019,46,3,1421.6100000000001,473.87000000000006,1421.6100000000001,21.54545454545455
14020,16,2,642.8,321.4,642.8,17.003931623931624
14021,154,3,631.9,210.63333333333333,631.9,29.275
14022,224,1,440.0,440.0,440.0,15.725
14023,6,2,584.07,292.035,584.07,18.442580645161293
14024,121,2,327.7,163.85,327.7,20.10625
14027,60,1,104.82,104.82,104.82,17.686666666666667
14029,62,2,467.66,233.83,467.66,32.35511111111111
14030,17,8,2360.09,295.01125,2360.09,9.702688614540465
14031,6,19,17286.86,909.8347368421053,17286.86,69.43560000000001
14032,1,11,2975.59,270.5081818181818,2975.59,20.383706293706293
14034,21,3,651.8199999999999,217.2733333333333,651.8199999999999,7.579438202247192
14035,28,5,1428.02,285.604,1428.02,21.91040404040404
14036,284,1,626.65,626.65,626.65,16.775000000000002
14037,175,2,147.20000000000002,73.60000000000001,147.20000000000002,4.8812500000000005
14038,77,3,1560.38,520.1266666666667,1560.38,16.998514492753625
14039,32,1,152.2,152.2,152.2,32.730555555555554
14040,40,12,3614.92,301.24333333333334,3614.92,15.3474609929078
14041,265,1,141.41,141.41,141.41,6.442460317460317
14044,26,4,652.82,163.205,652.82,3.117799043062201
14045,108,4,1659.75,414.9375,1659.75,269.95
14046,283,1,154.99,154.99,154.99,10.347857142857142
14047,8,5,1308.6100000000001,261.72200000000004,1308.6100000000001,40.5728125
14048,304,1,409.93,409.93,409.93,4.8323921568627455
14049,16,4,5681.72,1420.43,5681.72,11.739945355191255
14050,31,2,746.36,373.18,746.36,13.966543209876544
14051,0,23,15610.390000000001,678.7126086956522,15610.390000000001,74.00423809523811
14052,19,1,225.35999999999999,225.35999999999999,225.35999999999999,3.956309523809524
14053,123,2,260.25,130.125,260.25,71.01041666666667
14054,64,1,92.46000000000001,92.46000000000001,92.46000000000001,16.136666666666667
14055,105,1,725.6400000000001,725.6400000000001,725.6400000000001,46.0865
14056,0,23,8214.65,357.1586956521739,8214.65,7.410753465943342
14057,23,17,6217.96,365.76235294117646,6217.96,21.80318661971831
14059,266,1,183.6,183.6,183.6,22.825000000000003
14060,4,19,6140.42,323.18,6140.42,30.48831683168317
14062,9,12,10464.85,872.0708333333333,10464.85,94.77513513513514
14064,28,5,1353.74,270.748,1353.74,16.964520833333335
14066,266,1,152.55,152.55,152.55,22.564285714285717
14067,63,2,374.7,187.35,374.7,7.263589743589743
14068,319,1,265.85,265.85,265.85,11.621875000000001
14071,3,8,1438.82,179.8525,1438.82,4.437114197530864
14073,31,1,151.04,151.04,151.04,11.529743589743589
14075,4,3,942.26,314.08666666666664,942.26,21.115581395348837
14076,128,1,122.47,122.47,122.47,2.962173913043478
14077,40,5,499.42,99.884,499.42,10.352142857142857
14078,101,6,1049.37,174.89499999999998,1049.37,16.147102564102557
14079,124,1,375.1,375.1,375.1,30.620833333333334
14080,32,1,45.599999999999994,45.599999999999994,45.599999999999994,10.6
14081,301,2,934.52,467.26,934.52,6.152363834422658
14082,364,1,182.25,182.25,182.25,6.270114942528736
14083,3,9,1018.43,113.15888888888888,1018.43,5.655782688766116
14085,1,18,4448.54,247.14111111111112,4448.54,9.944255555555557
14087,2,1,194.42,194.42,194.42,2.7928019323671487
14088,9,13,50491.81,3883.9853846153846,50491.81,85.73095642331633
14089,56,1,161.0,161.0,161.0,11.02202380952381
14090,324,1,76.32000000000001,76.32000000000001,76.32000000000001,76.32000000000001
14092,7,14,4076.9100000000003,291.20785714285716,4076.9100000000003,19.032056074766352
14093,11,1,442.85,442.85,442.85,4.182952380952381
14096,3,17,65164.79,3833.2229411764706,65164.79,12.748415509032828
14098,36,1,147.35,147.35,147.35,7.026666666666666
14099,15,11,3104.17,282.1972727272727,3104.17,12.421213333333332
14100,137,1,194.9,194.9,194.9,7.576923076923077
14101,73,6,5976.79,996.1316666666667,5976.79,173.0035238095238
14102,4,5,1360.28,272.056,1360.28,16.99637130801688
14104,154,2,216.21,108.105,216.21,8.511269841269842
14105,238,1,1266.23,1266.23,1266.23,17.23148648648649
14107,51,7,2703.23,386.17571428571426,2703.23,21.938861788617885
14108,30,2,597.91,298.955,597.91,17.550588235294118
14109,72,1,144.2,144.2,144.2,16.21851851851852
14110,3,12,5683.15,473.5958333333333,5683.15,34.62070967741935
14111,13,4,692.85,173.2125,692.85,67.80999999999999
14112,22,7,2915.15,416.45,2915.15,17.873541666666668
14113,3,4,1840.42,460.105,1840.42,50.60205882352941
14114,273,2,386.53,193.265,386.53,24.712
14116,19,5,1382.74,276.548,1382.74,19.234004629629627
14117,143,1,90.0,90.0,90.0,30.0
14121,3,4,2780.15,695.0375,2780.15,17.47641509433962
14124,83,1,419.58,419.58,419.58,71.26533333333333
14125,10,3,2740.43,913.4766666666666,2740.43,16.445489021956085
14126,7,3,706.1300000000001,235.3766666666667,706.1300000000001,38.62688888888889
14127,122,3,709.71,236.57000000000002,709.71,16.107045454545457
14128,60,2,637.5,318.75,637.5,13.67840579710145
14129,1,5,1123.8600000000001,224.77200000000002,1123.8600000000001,21.628846153846155
14130,318,1,483.86,483.86,483.86,7.340820895522389
14132,1,11,3586.03,326.00272727272727,3586.0299999999997,17.941850000000002
14133,129,3,605.64,201.88,605.64,21.400714285714283
14135,1,15,4690.31,312.68733333333336,4690.31,34.92495024875622
14138,1,2,982.38,491.19,982.38,20.646382978723405
14139,45,1,415.82,415.82,415.82,14.653076923076924
14140,3,2,935.05,467.525,935.05,14.206969696969697
14141,2,4,915.13,228.7825,915.13,23.111375000000002
14142,372,1,311.81,311.81,311.81,14.44818181818182
14143,133,1,115.8,115.8,115.8,16.409523809523808
14145,46,4,3742.2,935.55,3742.2,340.2
14146,8,5,4191.0,838.2,4191.0,19.924666666666667
14147,77,2,483.4,241.7,483.4,105.30666666666666
14148,233,1,157.2,157.2,157.2,83.69166666666666
14149,220,1,446.62,446.62,446.62,15.998928571428573
14150,35,2,658.64,329.32,658.64,25.015384615384615
14152,74,2,621.29,310.645,621.29,12.673537414965987
14154,238,2,1345.62,672.81,1345.62,26.150384615384613
14155,265,1,118.75,118.75,118.75,18.497222222222224
14156,9,55,117379.63,2134.175090909091,117379.63,83.87430714285715
14157,19,2,432.88,216.44,432.88,8.790729166666667
14158,39,1,507.65999999999997,507.65999999999997,507.65999999999997,12.337073170731708
14159,19,11,4693.01,426.6372727272728,4693.01,3.8939659468438523
14161,215,3,1110.52,370.17333333333335,1110.52,10.214243827160495
14162,173,2,289.36,144.68,289.36,11.713066666666668
14163,86,4,2445.91,611.4775,2445.91,45.38673076923077
14164,70,2,1631.77,815.885,1631.77,49.888908045977004
14165,275,1,122.53999999999999,122.53999999999999,122.53999999999999,4.945266666666666
14167,38,4,574.84,143.71,574.84,10.979134615384615
14171,97,1,363.79,363.79,363.79,6.294051724137932
14173,10,4,450.84,112.71,450.84,15.259022988505746
14174,32,1,134.46,134.46,134.46,5.212948717948718
14175,59,3,3222.3,1074.1000000000001,3222.3,21.699217002237138
14176,296,4,576.9000000000001,144.22500000000002,576.9000000000001,18.14032258064516
14177,85,4,559.41,139.8525,559.41,11.61095238095238
14178,8,7,1620.93,231.5614285714286,1620.93,4.940407747196736
14179,40,2,719.78,359.89,719.78,4.364979797979799
14180,10,25,4748.52,189.94080000000002,4748.52,19.703937500000006
14184,66,1,452.89,452.89,452.89,18.86847222222222
14185,330,1,197.65,197.65,197.65,55.83611111111111
14188,30,6,2054.36,342.3933333333334,2054.36,31.11553846153846
14189,1,15,4654.08,310.272,4654.08,17.769132075471695
14191,1,13,4684.76,360.36615384615385,4684.76,18.10088803088803
14193,67,2,853.39,426.695,853.39,19.468015873015872
14194,4,21,11349.52,540.4533333333334,11349.52,19.600523891767413
14195,201,2,1012.0,506.0,1012.0,169.93333333333334
14196,106,1,335.52,335.52,335.52,37.89222222222222
14198,17,4,701.4,175.35,701.4,17.942307692307693
14199,217,1,185.39999999999998,185.39999999999998,185.39999999999998,133.95
14201,59,7,747.44,106.77714285714286,747.44,20.02567567567568
14204,1,1,161.03,161.03,161.03,3.5885606060606063
14205,16,2,466.7,233.35,466.7,19.347222222222225
14206,238,1,328.15999999999997,328.15999999999997,328.15999999999997,16.083
14208,94,1,151.74,151.74,151.74,14.860666666666665
14209,10,6,2073.43,345.57166666666666,2073.43,23.6928735632184
14210,105,6,1905.8400000000001,317.64000000000004,1905.8400000000001,18.526372549019612
14211,52,9,2241.1,249.0111111111111,2241.1,20.116964285714285
14212,89,1,1070.48,1070.48,1070.48,132.80888888888887
14214,30,5,1004.38,200.876,1004.38,15.128955223880599
14215,11,6,1789.72,298.2866666666667,1789.7200000000003,16.606666666666666
14216,2,4,1839.3,459.825,1839.3,31.00225988700565
14217,1,17,2004.98,117.94,2004.98,20.07105
14218,42,1,169.48000000000002,169.48000000000002,169.48000000000002,12.935833333333335
14219,3,1,89.94,89.94,89.94,12.732857142857142
14220,246,2,632.4000000000001,316.20000000000005,632.4000000000001,29.872380952380954
14221,41,9,3432.8,381.4222222222222,3432.8,17.947547495682212
14222,176,1,683.17,683.17,683.17,16.640487804878052
14223,91,3,991.13,330.37666666666667,991.13,16.473277777777778
14224,109,4,1050.1200000000001,262.53000000000003,1050.1200000000001,8.80882768361582
14226,28,5,2232.19,446.438,2232.19,33.61029850746269
14227,25,10,3350.96,335.096,3350.96,19.13502857142857
14229,51,3,1547.2,515.7333333333333,1547.2,38.138999999999996
14231,183,3,925.71,308.57,925.71,18.5437
14232,42,5,2048.07,409.61400000000003,2048.07,17.808
14233,48,4,1462.72,365.68,1462.72,41.648428571428575
14234,21,4,775.46,193.865,775.46,4.795974842767295
14235,74,5,3144.86,628.972,3144.8599999999997,39.88367088607595
14236,80,2,490.86,245.43,490.86,41.242666666666665
14237,372,1,161.0,161.0,161.0,17.787962962962965
14238,325,1,146.85,146.85,146.85,17.222916666666666
14239,42,11,2380.85,216.4409090909091,2380.85,21.17425595238095
14240,29,2,890.34,445.17,890.34,21.41960317460317
14241,183,1,213.70000000000002,213.70000000000002,213.70000000000002,22.131666666666668
14242,234,2,280.55,140.275,280.55,17.475520833333334
14243,8,10,2588.77,258.877,2588.77,18.601063829787233
14245,219,2,1693.45,846.725,1693.45,15.649722222222222
14246,110,3,1474.06,491.3533333333333,1474.06,19.5318
14247,277,1,136.77,136.77,136.77,6.680166666666667
14248,317,1,302.58,302.58,302.58,38.1475
14250,6,3,1904.05,634.6833333333333,1904.0499999999997,17.157342342342343
14251,1,5,2879.7000000000003,575.94,2879.7000000000003,37.90576923076923
14256,259,2,969.0600000000001,484.53000000000003,969.0600000000001,17.785471698113206
14257,63,5,3099.7200000000003,619.9440000000001,3099.7200000000003,29.165377358490566
14258,8,9,12669.98,1407.7755555555555,12669.98,114.01513513513515
14259,141,1,120.0,120.0,120.0,27.72
14261,50,2,1163.45,581.725,1163.45,22.033653846153847
14262,7,8,2618.23,327.27875,2618.23,18.281328671328673
14264,154,2,333.97,166.985,333.97,19.807058823529413
14265,108,2,530.18,265.09,530.18,17.34451612903226
14267,162,3,1516.24,505.41333333333336,1516.24,27.59345454545454
14270,331,1,492.65000000000003,492.65000000000003,492.65000000000003,17.263505747126437
14271,225,1,112.32000000000001,112.32000000000001,112.32000000000001,10.637333333333334
14272,73,2,437.96,218.98,437.96,13.519242424242425
14273,50,4,559.97,139.9925,559.97,19.555977011494253
14276,98,3,1119.74,373.24666666666667,1119.74,17.532916666666665
14277,14,3,4216.2,1405.3999999999999,4216.2,18.709777777777777
14280,196,1,134.04,134.04,134.04,16.345625
14282,2,15,3729.34,248.62266666666667,3729.34,24.321089743589745
14284,30,2,595.25,297.625,595.25,18.61119791666667
14285,20,4,1910.01,477.5025,1910.01,67.84172839506174
14286,23,3,4628.75,1542.9166666666667,4628.75,16.526535714285714
14287,7,3,176.63,58.876666666666665,176.63,20.436666666666667
14288,212,1,426.6,426.6,426.6,27.556250000000002
14289,8,6,911.26,151.87666666666667,911.26,19.359787234042553
14290,10,5,2314.65,462.93,2314.65,23.225247524752472
14291,1,11,3883.25,353.02272727272725,3883.25,16.4014064697609
14292,7,9,4871.93,541.3255555555556,4871.93,48.67356666666666
14293,2,4,1046.56,261.64,1046.56,17.721803278688522
14295,39,1,166.20000000000002,166.20000000000002,166.20000000000002,32.38
14297,17,4,1305.33,326.3325,1305.33,21.354247311827958
14298,7,44,51527.3,1171.075,51527.3,31.502443494196733
14299,7,9,3965.62,440.6244444444444,3965.62,27.804195804195796
14300,18,1,43.2,43.2,43.2,15.799999999999999
14301,116,1,640.14,640.14,640.14,49.04230769230769
14304,222,1,383.45,383.45,383.45,23.30294117647059
14305,70,3,1858.96,619.6533333333333,1858.96,17.653904761904762
14306,50,2,2093.32,1046.66,2093.32,65.16727272727273
14307,88,6,2995.7200000000003,499.2866666666667,2995.7200000000003,16.60962962962963
14309,7,9,2352.53,261.39222222222224,2352.53,20.32247863247863
14311,242,1,310.26,310.26,310.26,15.468
14312,46,6,1611.5900000000001,268.59833333333336,1611.5900000000001,18.56310344827586
14314,106,1,120.0,120.0,120.0,13.215
14315,44,6,2481.13,413.5216666666667,2481.13,24.145841584158415
14317,64,1,508.58,508.58,508.58,20.66986111111111
14320,206,2,477.79,238.895,477.79,15.360967741935484
14321,10,5,1530.75,306.15,1530.75,12.411246612466128
14323,114,2,605.0600000000001,302.53000000000003,605.0600000000001,16.82166666666667
14326,241,1,183.85,183.85,183.85,27.441666666666666
14327,162,1,311.65000000000003,311.65000000000003,311.65000000000003,25.979166666666668
14329,16,7,5014.84,716.4057142857143,5014.84,19.402084942084944
14331,123,2,462.66,231.33,462.66,16.127440476190475
14332,22,3,866.3100000000001,288.77000000000004,866.3100000000002,36.14910256410256
14333,67,1,415.2,415.2,415.2,29.462222222222223
14334,16,8,2552.21,319.02625,2552.21,15.772489711934156
14335,15,2,468.26,234.13,468.26,7.386269841269841
14336,16,4,1614.91,403.7275,1614.91,18.21788888888889
14338,160,2,588.22,294.11,588.22,19.208709677419357
14339,242,1,309.52000000000004,309.52000000000004,309.52000000000004,21.97714285714286
14340,218,1,134.7,134.7,134.7,21.71666666666667
14341,44,8,2182.28,272.785,2182.28,17.028992248062018
14342,20,4,668.5600000000001,167.14000000000001,668.5600000000001,32.08238095238095
14344,126,8,889.9300000000001,111.24125000000001,889.9300000000001,12.839272300469483
14345,38,1,108.98,108.98,108.98,17.93916666666667
14346,120,2,1021.58,510.79,1021.58,16.879666666666665
14348,259,1,409.57,409.57,409.57,26.098333333333336
14349,9,1,133.5,133.5,133.5,4.098118279569892
14350,273,1,282.93,282.93,282.93,15.449444444444445
14351,164,1,51.0,51.0,51.0,51.0
14352,156,4,1078.96,269.74,1078.96,23.782127659574467
14353,214,1,90.6,90.6,90.6,12.775
14354,5,2,163.62,81.81,163.62,18.10222222222222
14355,365,1,174.4,174.4,174.4,16.11818181818182
14356,79,2,701.23,350.615,701.23,21.182424242424243
14357,42,1,225.77,225.77,225.77,5.1604878048780485
14359,18,3,912.1800000000001,304.06,912.1800000000001,16.551151515151517
14360,31,4,2128.23,532.0575,2128.23,17.976638418079094
14362,21,1,161.2,161.2,161.2,3.7819105691056905
14364,108,8,3717.35,464.66875,3717.35,53.804227053140096
14367,7,16,9261.52,578.845,9261.52,17.64967557251908
14368,319,1,155.0,155.0,155.0,19.570833333333333
14371,294,1,100.5,100.5,100.5,25.3
14373,357,1,76.55,76.55,76.55,21.333333333333332
14375,184,1,257.68,257.68,257.68,3.3839777777777775
14377,190,2,617.05,308.525,617.05,64.86515151515151
14379,43,2,348.1,174.05,348.1,7.608514492753622
14381,51,1,202.68,202.68,202.68,3.6250595238095236
14382,25,1,626.07,626.07,626.07,4.8292875318066155
14383,37,3,1247.69,415.8966666666667,1247.69,21.30683615819209
14385,8,3,202.10999999999999,67.36999999999999,202.10999999999996,14.720952380952381
14386,296,1,142.4,142.4,142.4,22.114285714285717
14387,32,3,1770.56,590.1866666666666,1770.56,12.25552380952381
14388,9,8,3212.84,401.605,3212.84,17.266344086021505
14389,64,2,1043.46,521.73,1043.46,22.534296296296297
14390,9,9,4652.82,516.98,4652.82,16.269376456876458
14393,217,1,67.95,67.95,67.95,13.781666666666666
14395,1,9,3507.71,389.74555555555554,3507.71,10.038314285714293
14396,64,2,487.99,243.995,487.99,6.713310502283105
14397,2,19,2612.96,137.52421052631578,2612.96,30.147356321839084
14400,148,1,574.7,574.7,574.7,23.5396
14401,3,13,4051.48,311.6523076923077,4051.4800000000005,22.25318681318681
14403,129,4,1475.81,368.9525,1475.81,63.323
14404,33,6,1474.32,245.72,1474.32,14.252362459546926
14406,118,1,156.75,156.75,156.75,20.18125
14407,106,6,2157.73,359.62166666666667,2157.73,28.9053196347032
14408,10,7,2606.53,372.3614285714286,2606.53,24.22894080996885
14409,70,6,2059.4500000000003,343.24166666666673,2059.4500000000003,40.787962962962965
14410,91,9,1105.07,122.78555555555555,1105.07,5.846735751295337
14411,310,1,1063.0,1063.0,1063.0,76.55714285714285
14412,42,2,770.03,385.015,770.03,18.048914728682174
14413,361,1,122.7,122.7,122.7,5.201811594202899
14414,91,7,1496.98,213.8542857142857,1496.98,15.527560137457046
14415,0,13,5900.28,453.86769230769227,5900.28,10.001957627118648
14416,21,2,490.22,245.11,490.22,33.15238095238095
14418,3,3,1937.25,645.75,1937.25,15.641290322580646
14419,10,6,1058.06,176.34333333333333,1058.06,5.109595469255663
14420,98,1,387.52,387.52,387.52,13.623218390804597
14421,56,2,813.11,406.555,813.11,30.197407407407407
14422,0,6,4263.64,710.6066666666667,4263.64,19.108888888888888
14423,217,1,265.2,265.2,265.2,124.66666666666667
14424,17,1,322.08,322.08,322.08,322.08
14426,23,10,4481.67,448.16700000000003,4481.67,19.96138392857143
14427,49,2,363.34000000000003,181.67000000000002,363.34000000000003,19.864509803921568
14428,6,5,1244.83,248.96599999999998,1244.83,8.56236111111111
14431,302,1,470.36,470.36,470.36,27.681960784313727
14432,9,6,2255.51,375.91833333333335,2255.51,5.875589005235601
14434,21,6,1372.8,228.79999999999998,1372.8,107.21666666666665
14436,98,1,89.06,89.06,89.06,9.270740740740742
14437,365,1,63.0,63.0,63.0,13.4
14438,305,1,131.9,131.9,131.9,14.58888888888889
14439,319,1,2661.24,2661.24,2661.24,80.72625000000001
14440,7,5,2357.68,471.53599999999994,2357.68,42.450545454545455
14441,0,4,1712.89,428.2225,1712.89,33.285294117647055
14442,204,2,1589.82,794.91,1589.82,25.26989417989418
14443,53,4,1420.2,355.05,1420.2,15.203225806451611
14446,0,4,1039.58,259.895,1039.58,3.5498691695108078
14447,18,5,1163.23,232.64600000000002,1163.23,16.671761904761905
14448,8,2,375.35,187.675,375.35,10.493333333333334
14449,18,4,907.1,226.775,907.1,3.512596899224806
14450,180,3,483.25,161.08333333333334,483.25,11.922083333333333
14451,59,2,662.59,331.295,662.59,6.112599388379203
14452,10,2,264.44,132.22,264.44,4.170295698924731
14453,189,1,119.93,119.93,119.93,5.5249999999999995
14456,4,9,3062.4,340.26666666666665,3062.3999999999996,3.1545292096219915
14457,310,1,113.64,113.64,113.64,35.394999999999996
14459,154,1,1837.92,1837.92,1837.92,51.09783783783783
14460,109,3,434.34,144.78,434.34000000000003,28.081249999999997
14461,147,3,2103.06,701.02,2103.06,11.48477777777778
14462,65,11,2004.02,182.18363636363637,2004.02,8.43313888888889
14463,97,3,529.62,176.54,529.62,81.15666666666668
14465,246,3,1058.6200000000001,352.8733333333334,1058.6200000000001,8.281051282051282
14466,28,7,2272.4,324.62857142857143,2272.4,31.93391203703704
14467,17,4,598.76,149.69,598.76,6.694185185185185
14470,11,2,461.19,230.595,461.19,10.63531007751938
14472,103,8,1936.84,242.105,1936.84,6.9025148279952555
14473,73,2,234.34,117.17,234.34,41.17333333333334
14474,45,1,547.66,547.66,547.66,18.725057471264368
14475,71,3,925.85,308.6166666666667,925.85,21.970000000000006
14476,256,1,215.7,215.7,215.7,10.913596491228072
14477,19,4,1309.6,327.4,1309.6,139.37333333333333
14479,253,2,316.25,158.125,316.25,17.763425925925926
14480,10,1,279.05,279.05,279.05,21.002564102564104
14481,164,2,636.51,318.255,636.51,21.413666666666668
14482,17,6,2068.15,344.69166666666666,2068.15,14.247222222222227
14483,281,1,137.1,137.1,137.1,13.716666666666669
14484,49,1,321.92,321.92,321.92,22.987142857142857
14485,38,1,165.75,165.75,165.75,3.4492198581560287
14487,26,6,1196.33,199.38833333333332,1196.33,8.57554398148148
14488,67,1,1064.28,1064.28,1064.28,23.216231884057972
14489,206,1,463.38,463.38,463.38,15.853777777777777
14491,174,2,340.93,170.465,340.93,22.171176470588236
14493,6,5,2383.2400000000002,476.648,2383.2400000000002,20.0395
14494,25,1,139.56,139.56,139.56,19.15142857142857
14495,50,2,123.80000000000001,61.900000000000006,123.80000000000001,20.605555555555558
14496,311,2,538.8100000000001,269.40500000000003,538.8100000000001,28.475087719298244
14497,308,1,475.37,475.37,475.37,16.147241379310348
14498,42,5,1957.32,391.464,1957.32,10.200932642487047
14499,25,3,815.32,271.77333333333337,815.3200000000002,4.21479381443299
14500,87,3,356.85,118.95,356.85,49.853571428571435
14501,183,2,251.21,125.605,251.21,23.926000000000002
14502,19,11,2470.67,224.60636363636365,2470.67,3.95587873931624
14503,2,6,3543.26,590.5433333333334,3543.26,21.493922764227644
14504,46,4,673.26,168.315,673.26,6.193785046728972
14505,16,8,5905.64,738.205,5905.64,7.390844806007506
14506,16,5,2012.17,402.434,2012.17,6.3893829113924046
14507,23,6,1383.18,230.53,1383.18,13.226875
14508,21,2,276.42,138.21,276.42,4.94280701754386
14511,10,5,1314.81,262.962,1314.81,19.414460784313725
14512,187,2,275.28,137.64,275.28,11.677028985507246
14513,100,3,455.59000000000003,151.86333333333334,455.59000000000003,27.194166666666664
14514,60,3,1055.35,351.7833333333333,1055.35,14.33945205479452
14515,17,6,2102.09,350.34833333333336,2102.09,20.77508250825082
14517,32,2,330.45,165.225,330.45,19.12777777777778
14518,63,1,174.37,174.37,174.37,9.32125
14520,1,2,270.6,135.3,270.6,89.3
14522,23,4,974.54,243.635,974.54,52.6664705882353
14523,107,1,241.09,241.09,241.09,20.27916666666667
14524,31,9,1867.68,207.52,1867.68,8.91890804597701
14525,19,9,4332.2,481.35555555555555,4332.2,14.524999999999999
14527,2,55,8508.82,154.7058181818182,8508.82,8.767141632373116
14528,36,1,364.21999999999997,364.21999999999997,364.21999999999997,19.429814814814815
14529,59,3,620.04,206.67999999999998,620.04,2.709956331877729
14530,25,6,2925.91,487.65166666666664,2925.91,13.591790123456791
14532,235,4,932.85,233.2125,932.85,14.506380208333333
14533,24,7,1949.72,278.5314285714286,1949.7200000000003,31.266451612903225
14534,2,18,4447.05,247.05833333333334,4447.05,8.574296724470138
14535,59,3,2864.19,954.73,2864.19,8.713909090909095
14536,259,1,171.8,171.8,171.8,8.410964912280702
14537,57,1,355.56,355.56,355.56,37.4
14538,64,2,388.25,194.125,388.25,21.59421052631579
14539,15,2,537.48,268.74,537.48,16.685
14540,9,3,996.26,332.08666666666664,996.26,13.139934210526317
14541,58,8,1461.65,182.70625,1461.65,12.815165165165165
14542,185,1,103.25,103.25,103.25,20.805
14543,28,16,3630.33,226.895625,3630.33,50.40365740740741
14544,23,2,2024.45,1012.225,2024.45,17.869883040935676
14546,4,5,2578.09,515.618,2578.09,6.44812865497076
14547,3,8,4007.54,500.9425,4007.54,10.91239981785064
14548,150,2,652.8,326.4,652.8,170.0
14549,310,1,289.24,289.24,289.24,5.229732142857143
14550,10,2,765.62,382.81,765.62,15.75763888888889
14551,17,2,186.23,93.115,186.23,17.872
14552,151,1,165.07,165.07,165.07,2.881666666666667
14553,18,5,859.27,171.85399999999998,859.27,7.682212389380531
14554,9,4,2381.04,595.26,2381.04,10.981280864197531
14555,56,2,324.14,162.07,324.14,14.951428571428572
14557,84,1,788.38,788.38,788.38,53.07041666666667
